Id,Score,Body
"36328062","21","<p>A lot of answers, and a lot of different possibilities!</p>
<p>Without a doubt for quick and simple implementation the winner is: <code>if (!str.length) {...}</code></p>
<p>However, as many other examples are available. The best functional method to go about this, I would suggest:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function empty(str)
{
    if (typeof str == 'undefined' || !str || str.length === 0 || str === """" || !/[^\s]/.test(str) || /^\s*$/.test(str) || str.replace(/\s/g,"""") === """")
        return true;
    else
        return false;
}</code></pre>
</div>
</div>
</p>
<p>A bit excessive, I know.</p>
"
"18165553","334","<p>A friend was having issues in <a href=""http://en.wikipedia.org/wiki/Internet_Explorer_8"" rel=""noreferrer"">Internet Explorer 8</a> and showed me what he did. I told him it was wrong, and he told me he got the answer here. The current top answer will not work in all browsers (Internet Explorer 8 for example), and it will only remove the first occurrence of the item.</p>
<h2>Remove ALL instances from an array</h2>
<pre><code>function removeAllInstances(arr, item) {
   for (var i = arr.length; i--;) {
     if (arr[i] === item) arr.splice(i, 1);
   }
}
</code></pre>
<p>It loops through the array backwards (since indices and length will change as items are removed) and removes the item if it's found. It works in all browsers.</p>
"
"36342822","0","<p>If you <em>really</em> want to pause a script, you can do this:</p>

<pre><code>var milliseconds;
var pretime;
var stage;

function step(time){
  switch(stage){
    case 0:
      //Code before the pause

      pretime=time;
      milliseconds=XXX;
      stage=1;
      break;
    case 1:
      //Code that is looped through while paused

      if(time-pretime &gt;= milliseconds){
        //Code after the pause

        pretime=time;
        milliseconds=XXX;
        stage=2;
      }
      break;
    case 2:
      //Code that is looped through while paused

      if(time-pretime &gt;= milliseconds){
        //Code after the pause

        pretime=time;
        milliseconds=XXX;
        stage=3;
      }
      break;
    case 3:
      //Etc...
  }

  Window.requestAnimationFrame(step)
}

step();
</code></pre>

<p>This is probably exactly what you want if you use a loop anyway, and you can change it in ways so that you have pseudo-multi-threading, where you have some functions waiting a while and others running normally. I use this all the time for pure-JS games.</p>
"
"51114044","0","<p>if you are referring to a specific link that has an <strong>id</strong> this code can help you.</p>

<pre><code>$("".disapprove"").click(function(){
    var id = $(this).attr(""id"");

    $.ajax({
        url: ""&lt;?php echo base_url('index.php/sample/page/""+id+""')?&gt;"",
        type: ""post"",
        success:function()
        {
            alert(""The Request has been Disapproved"");
            window.location.replace(""http://localhost/sample/page/""+id+"""");
        }
    });
});
</code></pre>

<p>I am using ajax here to submit an id and redirect the page using <strong>window.location.replace</strong>. just add an attribute <code>id=""""</code> as stated.</p>
"
"52720453","-2","<p>Firstly check for page is loaded completely in </p>

<pre><code>browser,window.location.toString();

window.location.href
</code></pre>

<p>then call a function which takes url, URL variable and prints on console,</p>

<pre><code>$(window).load(function(){
   var url = window.location.href.toString();
   var URL = document.URL;
   var wayThreeUsingJQuery = $(location).attr('href');
   console.log(url);
   console.log(URL);
   console.log(wayThreeUsingJQuery );
});
</code></pre>
"
"37535344","-4","<p>This might work. It worked for me in c and javascript.</p>

<pre><code>function sleep(time) {
 var x = 0;
 for(x = 0;x &lt; time;x++) {/* Do nothing*/}
}
</code></pre>
"
"18539905","95","<p>John Resig <a href=""http://ejohn.org/blog/javascript-array-remove/"" rel=""noreferrer"">posted a good implementation</a>:</p>

<pre><code>// Array Remove - By John Resig (MIT Licensed)
Array.prototype.remove = function(from, to) {
  var rest = this.slice((to || from) + 1 || this.length);
  this.length = from &lt; 0 ? this.length + from : from;
  return this.push.apply(this, rest);
};
</code></pre>

<p>If you don’t want to extend a global object, you can do something like the following, instead:</p>

<pre><code>// Array Remove - By John Resig (MIT Licensed)
Array.remove = function(array, from, to) {
    var rest = array.slice((to || from) + 1 || array.length);
    array.length = from &lt; 0 ? array.length + from : from;
    return array.push.apply(array, rest);
};
</code></pre>

<p>But the main reason I am posting this is to warn users against the alternative implementation suggested in the comments on that page (Dec 14, 2007):</p>

<pre><code>Array.prototype.remove = function(from, to){
  this.splice(from, (to=[0,from||1,++to-from][arguments.length])&lt;0?this.length+to:to);
  return this.length;
};
</code></pre>

<p>It seems to work well at first, but through a painful process I discovered it fails when trying to remove the second to last element in an array. For example, if you have a 10-element array and you try to remove the 9th element with this:</p>

<pre><code>myArray.remove(8);
</code></pre>

<p>You end up with an 8-element array. Don't know why but I confirmed John's original implementation doesn't have this problem.</p>
"
"38155341","-2","<p>Use three functions:</p>

<ol>
<li>A function which calls <code>setInterval</code> to start the loop</li>
<li>A function which calls <code>clearInterval</code> to stop the loop, then calls <code>setTimeout</code> to sleep, and finally calls to within the <code>setTimeout</code> as the callback to restart the loop</li>
<li>A loop which tracks the number of iterations, sets a sleep number and a maximum number, calls the sleep function once the sleep number has been reached, and calls <code>clearInterval</code> after the maximum number has been reached</li>
</ol>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var foo = {};

function main()
  {
  'use strict';
  /*Initialize global state*/
  foo.bar = foo.bar || 0;
  /* Initialize timer */ 
  foo.bop = setInterval(foo.baz, 1000); 
  }
 
 sleep = 
      function(timer)
      {
      'use strict';
      clearInterval(timer);
      timer = setTimeout(function(){main()}, 5000);
      };
       
 
 foo.baz = 
   function()
      {
      'use strict';
      /* Update state */
      foo.bar = Number(foo.bar + 1) || 0; 
      /* Log state */
      console.log(foo.bar);
      /* Check state and stop at 10 */ 
      (foo.bar === 5) &amp;&amp; sleep(foo.bop);
      (foo.bar === 10) &amp;&amp; clearInterval(foo.bop);
      };
      
main();</code></pre>
</div>
</div>
</p>

<p><a href=""https://i.stack.imgur.com/l0lJB.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/l0lJB.png"" alt=""Event Loop""></a></p>

<p><strong>References</strong></p>

<ul>
<li><p><a href=""http://www.codeproject.com/Articles/563425/Game-Development-Using-JavaScript"" rel=""nofollow noreferrer"">Game Development Using JavaScript</a></p></li>
<li><p><a href=""http://developer.telerik.com/featured/scroll-event-change-ios-8-big-deal/"" rel=""nofollow noreferrer"">Why the Scroll Event Change in iOS 8 is a Big Deal</a></p></li>
<li><p><a href=""http://yoranbrondsema.com/live-polling-system-ember-js/"" rel=""nofollow noreferrer"">A live polling system in Ember.js</a></p></li>
<li><p><a href=""http://chimera.labs.oreilly.com/books/1234000000802/ch05.html"" rel=""nofollow noreferrer"">Driving Animation with requestAnimationFrame()</a></p></li>
<li><p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/EventLoop"" rel=""nofollow noreferrer"">MDN: JavaScript Concurrency Model and the Event Loop</a></p></li>
<li><p><a href=""http://monome.org/docs/grid-studies/nodejs/"" rel=""nofollow noreferrer"">Grid Studies: Node.js</a></p></li>
<li><p><a href=""http://jsfiddle.net/chandlerprall/Wj5yM/"" rel=""nofollow noreferrer"">Beating 60fps in JavaScript</a></p></li>
<li><p><a href=""https://benjaminhorn.io/code/part-2-cpu-intensive-javascript-computations-without-blocking-the-single-thread/"" rel=""nofollow noreferrer"">Part 2: CPU intensive javascript computations without blocking the single thread</a></p></li>
</ul>
"
"18885102","138","<p>There is no need to use <code>indexOf</code> or <code>splice</code>. However, it performs better if you only want to remove one occurrence of an element. </p>

<p><strong>Find and move (move):</strong></p>

<pre><code>function move(arr, val) {
  var j = 0;
  for (var i = 0, l = arr.length; i &lt; l; i++) {
    if (arr[i] !== val) {
      arr[j++] = arr[i];
    }
  }
  arr.length = j;
}
</code></pre>

<p><strong>Use <code>indexOf</code> and <code>splice</code> (indexof):</strong></p>

<pre><code>function indexof(arr, val) {
  var i;
  while ((i = arr.indexOf(val)) != -1) {
    arr.splice(i, 1);
  }
}
</code></pre>

<p><strong>Use only <code>splice</code> (splice):</strong></p>

<pre><code>function splice(arr, val) {
  for (var i = arr.length; i--;) {
    if (arr[i] === val) {
      arr.splice(i, 1);
    }
  }
}
</code></pre>

<p><strong>Run-times on nodejs for array with 1000 elements (average over 10000 runs):</strong></p>

<p><em>indexof</em> is approximately 10x slower than <em>move</em>. Even if improved by removing the call to <code>indexOf</code> in <em>splice</em> it performs much worse than <em>move</em>. </p>

<pre><code>Remove all occurrences:
    move 0.0048 ms
    indexof 0.0463 ms
    splice 0.0359 ms

Remove first occurrence:
    move_one 0.0041 ms
    indexof_one 0.0021 ms
</code></pre>
"
"12197444","57","<p>Here is a fast way to get an object similar to the PHP <a href=""http://php.net/manual/en/reserved.variables.get.php"">$_GET</a> array:</p>

<pre><code>function get_query(){
    var url = location.search;
    var qs = url.substring(url.indexOf('?') + 1).split('&amp;');
    for(var i = 0, result = {}; i &lt; qs.length; i++){
        qs[i] = qs[i].split('=');
        result[qs[i][0]] = decodeURIComponent(qs[i][1]);
    }
    return result;
}
</code></pre>

<p>Usage:</p>

<pre><code>var $_GET = get_query();
</code></pre>

<p>For the query string <code>x=5&amp;y&amp;z=hello&amp;x=6</code> this returns the object:</p>

<pre><code>{
  x: ""6"",
  y: undefined,
  z: ""hello""
}
</code></pre>
"
"19017234","25","<pre><code>Array.prototype.removeItem = function(a) {
    for (i = 0; i &lt; this.length; i++) {
        if (this[i] == a) {
            for (i2 = i; i2 &lt; this.length - 1; i2++) {
                this[i2] = this[i2 + 1];
            }
            this.length = this.length - 1
            return;
        }
    }
}

var recentMovies = ['Iron Man', 'Batman', 'Superman', 'Spiderman'];
recentMovies.removeItem('Superman');
</code></pre>
"
"12254019","102","<p>Just use two <strong>splits</strong>:</p>

<pre><code>function get(n) {
    var half = location.search.split(n + '=')[1];
    return half !== undefined ? decodeURIComponent(half.split('&amp;')[0]) : null;
}
</code></pre>

<p>I was reading all the previous and more complete answers. But I think that is the simplest and faster method. You can check in this jsPerf <a href=""http://jsperf.com/querystring-with-javascript/9"" rel=""noreferrer"">benchmark</a></p>

<p>To solve the problem in Rup's comment, add a conditional split by changing the first line to the two below. But absolute accuracy means it's now slower than regexp (see <a href=""http://jsperf.com/querystring-with-javascript/10"" rel=""noreferrer"">jsPerf</a>).</p>

<pre><code>function get(n) {
    var half = location.search.split('&amp;' + n + '=')[1];
    if (!half) half = location.search.split('?' + n + '=')[1];
    return half !== undefined ? decodeURIComponent(half.split('&amp;')[0]) : null;
}
</code></pre>

<p>So if you know you won't run into Rup's counter-case, this wins. Otherwise, regexp.</p>

<blockquote>
  <p><em>Or</em> if you have control of the querystring and can guarantee that a value you are trying to get will never contain any URL encoded
  characters (having these in a value would be a bad idea) - you can use
  the following slightly more simplified and readable version of the 1st option:</p>

<pre><code>    function getQueryStringValueByName(name) {
        var queryStringFromStartOfValue = location.search.split(name + '=')[1];
         return queryStringFromStartOfValue !== undefined ? queryStringFromStartOfValue.split('&amp;')[0] : null;
</code></pre>
</blockquote>
"
"13372097","77","<p>On your click function, just add:</p>

<pre><code>window.location.href = ""The URL where you want to redirect"";
$('#id').click(function(){
    window.location.href = ""http://www.google.com"";
});
</code></pre>
"
"19602549","11","<p>This script will add a JavaScript file to the top of any other <code>&lt;script&gt;</code> tag:</p>
<pre><code>(function () {
    var li = document.createElement('script'); 
    li.type = 'text/javascript'; 
    li.src = &quot;http://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js&quot;; 
    li.async = true; 
    var s = document.getElementsByTagName('script')[0]; 
    s.parentNode.insertBefore(li, s);
})();
</code></pre>
"
"13678461","67","<p>The following code exhibits various examples related to getting/putting of values from input/select fields using JavaScript.</p>

<p><strong><a href=""http://www.freakyjolly.com/how-to-get-selected-value-in-dropdown-list-using-jquery-javascript/"" rel=""noreferrer"">Source Link</a></strong></p>

<p>Working <a href=""https://freakyjolly.com/demo/getDropDownValue_JavaScript_jQuery.html"" rel=""noreferrer""><strong>Javascript &amp; jQuery Demo</strong></a></p>

<p><a href=""https://i.stack.imgur.com/8LJas.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/8LJas.jpg"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/GnfKD.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/GnfKD.jpg"" alt=""enter image description here""></a></p>

<pre><code> &lt;select id=""Ultra"" onchange=""run()""&gt;  &lt;!--Call run() function--&gt;
     &lt;option value=""0""&gt;Select&lt;/option&gt;
     &lt;option value=""8""&gt;text1&lt;/option&gt;
     &lt;option value=""5""&gt;text2&lt;/option&gt;
     &lt;option value=""4""&gt;text3&lt;/option&gt;
&lt;/select&gt;&lt;br&gt;&lt;br&gt;
TextBox1&lt;br&gt;
&lt;input type=""text"" id=""srt"" placeholder=""get value on option select""&gt;&lt;br&gt;
TextBox2&lt;br&gt;
&lt;input type=""text"" id=""rtt""  placeholder=""Write Something !"" onkeyup=""up()""&gt;
</code></pre>

<p><strong>The following script is getting the value of the selected option and putting it in text box 1</strong></p>

<pre><code>&lt;script&gt;
    function run() {
        document.getElementById(""srt"").value = document.getElementById(""Ultra"").value;
    }
&lt;/script&gt;
</code></pre>

<p><strong>The following script is getting a value from a text box 2 and alerting with its value</strong></p>

<pre><code>&lt;script&gt;
    function up() {
        //if (document.getElementById(""srt"").value != """") {
            var dop = document.getElementById(""srt"").value;
        //}
        alert(dop);
    }
&lt;/script&gt;
</code></pre>

<p><strong>The following script is calling a function from a function</strong></p>

<pre><code>&lt;script&gt;
    function up() {
        var dop = document.getElementById(""srt"").value;
        pop(dop); // Calling function pop
    }

    function pop(val) {
        alert(val);
    }?
&lt;/script&gt;
</code></pre>
"
"20152162","10","<p>There is also <a href=""http://headjs.com/"" rel=""noreferrer"">Head.js</a>. It is very easy to deal with:</p>

<pre><code>head.load(""js/jquery.min.js"",
          ""js/jquery.someplugin.js"",
          ""js/jquery.someplugin.css"", function() {
  alert(""Everything is ok!"");
});
</code></pre>

<p>As you see, it's easier than Require.js and as convenient as jQuery's <code>$.getScript</code> method. It also has some advanced features, like conditional loading, feature detection and <a href=""http://headjs.com/site/api/v1.00.html"" rel=""noreferrer"">much more</a>.</p>
"
"20518446","57","<p>Here is a <strong>synchronous</strong> version <strong>without jQuery</strong>:</p>

<pre><code>function myRequire( url ) {
    var ajax = new XMLHttpRequest();
    ajax.open( 'GET', url, false ); // &lt;-- the 'false' makes it synchronous
    ajax.onreadystatechange = function () {
        var script = ajax.response || ajax.responseText;
        if (ajax.readyState === 4) {
            switch( ajax.status) {
                case 200:
                    eval.apply( window, [script] );
                    console.log(""script loaded: "", url);
                    break;
                default:
                    console.log(""ERROR: script not loaded: "", url);
            }
        }
    };
    ajax.send(null);
}
</code></pre>

<p>Note that to get this working cross-domain, the server will need to set <code>allow-origin</code> header in its response.</p>
"
"39914235","3553","<h2>2017 — 2021 update</h2>
<p>Since 2009 when this question was asked, JavaScript has evolved significantly. All other answers are now obsolete or overly complicated. Here is the current best practice:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function sleep(ms) {
  return new Promise(resolve =&gt; setTimeout(resolve, ms));
}

async function demo() {
  console.log('Taking a break...');
  await sleep(2000);
  console.log('Two seconds later, showing sleep in a loop...');

  // Sleep in loop
  for (let i = 0; i &lt; 5; i++) {
    if (i === 3)
      await sleep(2000);
    console.log(i);
  }
}

demo();</code></pre>
</div>
</div>
</p>
<h3>This is it. <code>await sleep(&lt;duration&gt;)</code>.</h3>
<p>Or as a one-liner:</p>
<pre><code>await new Promise(r =&gt; setTimeout(r, 2000));
</code></pre>
<p>Note that,</p>
<ol>
<li><code>await</code> can only be executed in functions prefixed with the <code>async</code> keyword, or at the top level of your script in <a href=""https://stackoverflow.com/questions/46515764/how-can-i-use-async-await-at-the-top-level/56590390#56590390"">an increasing number of environments</a>.</li>
<li><code>await</code> only pauses the current <code>async</code> function. This means it's not blocking the execution of the rest of the script, which is what you want in the vast majority of the cases. If you do want a blocking construct, see <a href=""https://stackoverflow.com/questions/951021/what-is-the-javascript-version-of-sleep/56406126#56406126"">this answer</a> using <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Atomics"" rel=""noreferrer""><code>Atomics</code></a><code>.wait</code>, but note that most browsers will not allow it on the browser's main thread.</li>
</ol>
<p>Two new JavaScript features (as of 2017) helped write this &quot;sleep&quot; function:</p>
<ul>
<li><a href=""https://ponyfoo.com/articles/es6-promises-in-depth"" rel=""noreferrer"">Promises, a native feature of ES2015</a> (aka ES6). We also use <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/Arrow_functions"" rel=""noreferrer"">arrow functions</a> in the definition of the sleep function.</li>
<li>The <a href=""https://ponyfoo.com/articles/understanding-javascript-async-await"" rel=""noreferrer""><code>async/await</code></a> feature lets the code explicitly wait for a promise to settle (resolve or reject).</li>
</ul>
<h2>Compatibility</h2>
<ul>
<li>promises are supported <a href=""http://node.green/#Promise"" rel=""noreferrer"">in Node v0.12+</a> and <a href=""http://caniuse.com/#feat=promises"" rel=""noreferrer"">widely supported in browsers</a>, except IE</li>
<li><code>async</code>/<code>await</code> landed in V8 and has been <a href=""https://developers.google.com/web/fundamentals/getting-started/primers/async-functions"" rel=""noreferrer"">enabled by default since Chrome 55</a> (released in Dec 2016)
<ul>
<li>it landed <a href=""https://blog.risingstack.com/async-await-node-js-7-nightly/"" rel=""noreferrer"">in Node 7 in October 2016</a></li>
<li>and also landed <a href=""https://blog.nightly.mozilla.org/2016/11/01/async-await-support-in-firefox/"" rel=""noreferrer"">in Firefox Nightly in November 2016</a></li>
</ul>
</li>
</ul>
<p>If for some weird reason you're using Node older than 7 (which has reached <a href=""https://github.com/nodejs/Release"" rel=""noreferrer"">end of life</a>), or are targeting old browsers, <code>async</code>/<code>await</code> can still be used via <a href=""https://babeljs.io/"" rel=""noreferrer"">Babel</a> (a tool that will <a href=""https://www.stevefenton.co.uk/2012/11/compiling-vs-transpiling/"" rel=""noreferrer"">transpile</a> JavaScript + new features into plain old JavaScript), with the <a href=""https://babeljs.io/docs/en/babel-plugin-transform-async-to-generator"" rel=""noreferrer""><code>transform-async-to-generator</code></a> plugin.</p>
"
"12397882","46","<p>These are all great answers, but I needed something a bit more robust, and thought you all might like to have what I created.</p>

<p>It is a simple library method that does dissection and manipulation of URL parameters. The static method has the following sub methods that can be called on the subject URL:</p>

<ul>
<li>getHost</li>
<li>getPath</li>
<li>getHash</li>
<li>setHash</li>
<li>getParams</li>
<li>getQuery</li>
<li>setParam</li>
<li>getParam</li>
<li>hasParam</li>
<li>removeParam</li>
</ul>

<p>Example:</p>

<pre><code>URLParser(url).getParam('myparam1')
</code></pre>

<hr>

<pre><code>var url = ""http://www.test.com/folder/mypage.html?myparam1=1&amp;myparam2=2#something"";

function URLParser(u){
    var path="""",query="""",hash="""",params;
    if(u.indexOf(""#"") &gt; 0){
        hash = u.substr(u.indexOf(""#"") + 1);
        u = u.substr(0 , u.indexOf(""#""));
    }
    if(u.indexOf(""?"") &gt; 0){
        path = u.substr(0 , u.indexOf(""?""));
        query = u.substr(u.indexOf(""?"") + 1);
        params= query.split('&amp;');
    }else
        path = u;
    return {
        getHost: function(){
            var hostexp = /\/\/([\w.-]*)/;
            var match = hostexp.exec(path);
            if (match != null &amp;&amp; match.length &gt; 1)
                return match[1];
            return """";
        },
        getPath: function(){
            var pathexp = /\/\/[\w.-]*(?:\/([^?]*))/;
            var match = pathexp.exec(path);
            if (match != null &amp;&amp; match.length &gt; 1)
                return match[1];
            return """";
        },
        getHash: function(){
            return hash;
        },
        getParams: function(){
            return params
        },
        getQuery: function(){
            return query;
        },
        setHash: function(value){
            if(query.length &gt; 0)
                query = ""?"" + query;
            if(value.length &gt; 0)
                query = query + ""#"" + value;
            return path + query;
        },
        setParam: function(name, value){
            if(!params){
                params= new Array();
            }
            params.push(name + '=' + value);
            for (var i = 0; i &lt; params.length; i++) {
                if(query.length &gt; 0)
                    query += ""&amp;"";
                query += params[i];
            }
            if(query.length &gt; 0)
                query = ""?"" + query;
            if(hash.length &gt; 0)
                query = query + ""#"" + hash;
            return path + query;
        },
        getParam: function(name){
            if(params){
                for (var i = 0; i &lt; params.length; i++) {
                    var pair = params[i].split('=');
                    if (decodeURIComponent(pair[0]) == name)
                        return decodeURIComponent(pair[1]);
                }
            }
            console.log('Query variable %s not found', name);
        },
        hasParam: function(name){
            if(params){
                for (var i = 0; i &lt; params.length; i++) {
                    var pair = params[i].split('=');
                    if (decodeURIComponent(pair[0]) == name)
                        return true;
                }
            }
            console.log('Query variable %s not found', name);
        },
        removeParam: function(name){
            query = """";
            if(params){
                var newparams = new Array();
                for (var i = 0;i &lt; params.length;i++) {
                    var pair = params[i].split('=');
                    if (decodeURIComponent(pair[0]) != name)
                          newparams .push(params[i]);
                }
                params = newparams;
                for (var i = 0; i &lt; params.length; i++) {
                    if(query.length &gt; 0)
                        query += ""&amp;"";
                    query += params[i];
                }
            }
            if(query.length &gt; 0)
                query = ""?"" + query;
            if(hash.length &gt; 0)
                query = query + ""#"" + hash;
            return path + query;
        },
    }
}


document.write(""Host: "" + URLParser(url).getHost() + '&lt;br&gt;');
document.write(""Path: "" + URLParser(url).getPath() + '&lt;br&gt;');
document.write(""Query: "" + URLParser(url).getQuery() + '&lt;br&gt;');
document.write(""Hash: "" + URLParser(url).getHash() + '&lt;br&gt;');
document.write(""Params Array: "" + URLParser(url).getParams() + '&lt;br&gt;');
document.write(""Param: "" + URLParser(url).getParam('myparam1') + '&lt;br&gt;');
document.write(""Has Param: "" + URLParser(url).hasParam('myparam1') + '&lt;br&gt;');

document.write(url + '&lt;br&gt;');

// Remove the first parameter
url = URLParser(url).removeParam('myparam1');
document.write(url + ' - Remove the first parameter&lt;br&gt;');

// Add a third parameter
url = URLParser(url).setParam('myparam3',3);
document.write(url + ' - Add a third parameter&lt;br&gt;');

// Remove the second parameter
url = URLParser(url).removeParam('myparam2');
document.write(url + ' - Remove the second parameter&lt;br&gt;');

// Add a hash
url = URLParser(url).setHash('newhash');
document.write(url + ' - Set Hash&lt;br&gt;');

// Remove the last parameter
url = URLParser(url).removeParam('myparam3');
document.write(url + ' - Remove the last parameter&lt;br&gt;');

// Remove a parameter that doesn't exist
url = URLParser(url).removeParam('myparam3');
document.write(url + ' - Remove a parameter that doesn\""t exist&lt;br&gt;');
</code></pre>
"
